addr:street	addr:housenumber	addr:postcode
Nastrojowa	7	31-581
Juliana Tuwima	8	31-581
Konstantego Ildefonsa Gałczyńskiego	8	31-581
Kwiatów Polskich	8	31-581
Konstantego Ildefonsa Gałczyńskiego	8A	31-581
Franciszka Wężyka	10	31-580
Franciszka Wężyka	12A	31-580
Franciszka Wężyka	12B	31-580
Franciszka Wężyka	13	31-580
Franciszka Wężyka	14	31-580
Franciszka Wężyka	14A	31-580
Franciszka Wężyka	14B	31-580
Franciszka Wężyka	16	31-580
Franciszka Wężyka	17	31-580
Franciszka Wężyka	18	31-580
Franciszka Wężyka	19	31-580
Franciszka Wężyka	20	31-580
Franciszka Wężyka	21	31-580
Franciszka Wężyka	22	31-580
Franciszka Wężyka	23	31-580
Franciszka Wężyka	24	31-580
Franciszka Wężyka	26	31-580
Franciszka Wężyka	28	31-580
Plac Łagiewnicki	9	30-407
Jana Brożka	18	30-405
Klemensa Junoszy Szaniawskiego	13	30-405
Klemensa Junoszy Szaniawskiego	15a	30-405
Klemensa Junoszy Szaniawskiego	15	30-405
Słupska	3	30-405
Słupska	7	30-405
Słupska	5	30-405
Aleja 29 Listopada	31	31-401
Saska	5	30-715
Płaszowska	59	30-713
Płaszowska	63	30-713
Saska	7	30-715
Wodna	17C	30-556
Wodna	17E	30-556
Gromadzka	52	30-719
Gromadzka	52A	30-719
Gromadzka	52	30-719
Krótka	9	32-085
Ogrodowa	14	30-199
Słoneczna	50	30-199
Polna	3	30-199
Łąkowa	18	30-199
Handlowców	19	32-085
Kasztanowa	49	32-085
Handlowców	14	32-085
Kasztanowa	2	32-085
Kasztanowa	43	32-089
Kasztanowa	8	32-085
Jakuba Majora	12a	31-422
Powstańców	58	31-422
Dożynkowa	35	31-234
Zygmunta Glogera	5	31-222
Długopolska	5B	32-087
Długopolska	5	32-087
Na Piaski	33	32-087
Złote Piaski	11	32-087
Lawendowa	72	32-087
Złote Piaski	9	32-087
Długopolska	92	32-087
Tadeusza Kościuszki	151	32-010
Tadeusza Kościuszki	161	32-010
Ludwika Solskiego	10	31-216
Ludwika Solskiego	12	31-216
Ludwika Solskiego	14	31-216
Ludwika Solskiego	6	31-216
Mikołaja Reja	13	31-216
Ludwika Solskiego	11	31-216
Żabiniec	45	31-215
Księdza Kazimierza Siemaszki	20B	31-207
Księdza Kazimierza Siemaszki	30B	31-207
Księdza Kazimierza Siemaszki	32A	31-207
Księdza Kazimierza Siemaszki	32B	31-207
Księdza Kazimierza Siemaszki	34	31-207
Prądnicka	60	31-202
Prądnicka	62	31-202
Prądnicka	63	31-202
Prądnicka	64	31-202
Prądnicka	66	31-202
Prądnicka	66A	31-202
Prądnicka	68	31-202
Prądnicka	68A	31-202
Prądnicka	70	31-202
Żaglowa	4a	31-979
Zakarnie	9b	31-979
Wiklinowa	15	31-589
Stare Wiślisko	65d	31-979
Zakarnie	6	31-979
Zakarnie	4g	31-979
Żaglowa	13	31-979
Żaglowa	23	31-979
Zakarnie	11	31-979
Drożyska	3c	31-988
Brzeska	13	31-998
Cegielniana	4a	30-404
Cegielniana	19	30-404
Cegielniana	21	30-404
Cegielniana	10	30-404
Cegielniana	8	30-404
Cegielniana	8a	30-404
Krakowskie Przedmieście	67	32-087
Skowronkowa	4	32-087
Bankowa	66	32-087
Nadrzeczna	6	32-087
Bankowa	40	32-087
Trojanowicka	7	32-087
Trojanowicka	8	32-087
Akacjowa	5	32-087
Spacerowa	45	32-087
Piaskowa	18	32-087
Piaskowa	1	32-087
Spokojna	12	32-087
Papiernia	10	32-088
Szmaragdowa	14	32-087
Słoneczna	13	32-087
Biała Góra	10	32-088
Aleja Jerzego Waszyngtona	1	30-204
Aleja Jerzego Waszyngtona	1	30-204
Aleja Jerzego Waszyngtona	1	30-204
Aleja Jerzego Waszyngtona	1	30-204
Lipowa	4	30-702
Kalwaryjska	12	30-509
Koszarówka	25	30-383
Kobierzyńska	22a	30-363
Aleja Pokoju	16	31-564
Zwycięstwa	1	31-563
Świtezianki	11	31-563
Bajeczna	2	31-566
Świtezianki	3	31-563
Świtezianki	5	31-563
Świtezianki	9	31-563
Aleja Jana Pawła II	174	31-982
Aleja Jana Pawła II	178	31-982
Stanisławy Wysockiej	12	31-580
Stanisławy Wysockiej	16	31-580
Stanisławy Wysockiej	14	31-580
Mikołajska	3	31-027
Sienna	16	30-960
Na Gródku	4	31-028
Grodzka	21	31-044
Gołębia	6	31-007
Gołębia	4	31-007
Garbarska	18	31-132
Łobzowska	18	31-139
Krowoderska	22	31-142
Krowoderska	24	31-142
Łobzowska	25a	31-139
Biskupia	18	31-144
Tarłowska	8	31-102
Tarłowska	4	31-102
Plac Na Groblach	3	31-101
Tarłowska	10	31-102
Tarłowska	6	31-102
Tarłowska	2	31-102
Tarłowska	12	31-102
Wyjazdowa	2	32-087
Retoryka	22	31-107
Felicjanek	14	31-104
Retoryka	18	31-107
Felicjanek	17	31-103
Retoryka	20	31-107
Felicjanek	12	31-104
Felicjanek	16	31-104
Felicjanek	10	31-104
Felicjanek	21	31-103
Emila Zegadłowicza	4	31-104
Retoryka	16	31-107
Zwierzyniecka	27	31-105
Felicjanek	19	31-103
Retoryka	19	31-108
Retoryka	13b	31-108
Smoleńsk	16	31-112
Wygoda	7	31-106
Wygoda	6	31-106
Aleja Zygmunta Krasińskiego	11A	31-111
Wygoda	9	31-106
Smoleńsk	22	31-112
Smoleńsk	14	31-112
Retoryka	15	31-108
Smoleńsk	20	31-112
Wygoda	6A	31-106
Retoryka	13	31-108
Wygoda	3	31-106
Retoryka	21	31-108
Felicjanek	3	31-103
Wygoda	5	31-106
Smoleńsk	24	31-112
Wygoda	8	31-106
Retoryka	17	31-108
Smoleńsk	18	31-112
Retoryka	12	31-107
Smoleńsk	33	31-112
Aleja Zygmunta Krasińskiego	23	31-111
Smoleńsk	31	31-112
Aleja Zygmunta Krasińskiego	21	31-111
Smoleńsk	29	31-112
Smoleńsk	17	31-108
Marszałka Józefa Piłsudskiego	18	31-109
Smoleńsk	11	31-108
Marszałka Józefa Piłsudskiego	12	31-109
Smoleńsk	13	31-108
Smoleńsk	7	31-108
Marszałka Józefa Piłsudskiego	20	31-109
Marszałka Józefa Piłsudskiego	22	31-109
Smoleńsk	9	31-108
Smoleńsk	25	31-108
Smoleńsk	21	31-108
Marszałka Józefa Piłsudskiego	16	31-109
Felicjanek	8	31-104
Zwierzyniecka	9	31-103
Zwierzyniecka	15	31-103
Zwierzyniecka	5	31-103
Zwierzyniecka	7	31-103
Smoleńsk	2	31-107
Mała	5	31-103
Felicjanek	6	31-104
Mała	3	31-103
Zwierzyniecka	19	31-103
Zwierzyniecka	11	31-103
Smoleńsk	4	31-107
Wodna	6	30-556
Wodna	2	30-556
Dworzec	10	30-556
Dworzec	9	30-556
Śliczna	10a	31-444
Siewna	30	31-231
Malborska	64B	30-625
Pszenna	7	30-654
Pszenna	3	30-654
Pszenna	5	30-654
Malborska	64A	30-625
Malborska	62	30-625
Wojciecha Stattlera	4	30-666
Wolska	2	30-663
Malborska	40	30-625
Malborska	58	30-625
Alfreda Dauna	74	30-629
Malborska	34	30-625
Chłopska	2a	30-806
Malborska	54	30-625
Wojciecha Gersona	16a	30-818
Alfreda Dauna	37	30-629
Profesora Tadeusza Seweryna	10	30-632
Malborska	56	30-625
Alfreda Dauna	70	30-629
Wolska	1	30-663
Konwaliowa	7	30-806
Braterska	1A	30-802
Aleja Adolfa Dygasińskiego	40	30-820
Generała Jakuba Jasińskiego	32	30-815
Wojciecha Darasza	6	30-826
Generała Jakuba Jasińskiego	28	30-815
Generała Jakuba Jasińskiego	34	30-815
Nad Potokiem	10	30-830
Pawła Morawiańskiego	21	30-827
Bieżanowska	82	30-826
Księdza Piotra Ściegiennego	63	30-809
Księdza Piotra Ściegiennego	63a	30-809
Na Kozłówce	3	30-631
Wolska	14	30-663
Wolska	12	30-663
Wolska	16	30-663
Wolska	10	30-663
Księdza Piotra Ściegiennego	62	30-809
Księdza Piotra Ściegiennego	64	30-809
Podmiłów	2	30-829
Podmiłów	3	30-829
Młodzieży	47	30-829
Młodzieży	2a	30-829
Młodzieży	26	30-829
Bieżanowska	124	30-826
Smolna	11	30-829
Bieżanowska	126	30-826
Młodzieży	41	30-829
Stefanii Sempołowskiej	7	30-655
Dobczycka	1	30-620
Dobczycka	1a	30-620
Turniejowa	32	30-619
Dobczycka	5	30-620
Turniejowa	24	30-619
Turniejowa	26	30-619
Dobczycka	3	30-620
Dobczycka	7A	30-620
Stefanii Sempołowskiej	5	30-655
Dobczycka	7	30-620
Gromady Grudziąż	17	30-657
Gromady Grudziąż	19	30-657
Łapanowska	6	30-620
Łapanowska	8	30-620
Dobczycka	7B	30-620
Łapanowska	12	30-620
Wincentego Witosa	18	30-612
Łapanowska	4	30-620
Turniejowa	38a	30-619
Łapanowska	8a	30-620
Łapanowska	10	30-620
Strumienna	36	30-623
Gromady Grudziąż	15	30-657
Dworzec	5	30-556
Józefa	4	31-056
Józefa	6	31-056
Krakowska	30	31-062
Józefa	13	31-056
Miodowa	19	31-055
Józefa Dietla	57	31-054
Józefa	15	31-056
Świętego Wawrzyńca	27	31-060
Wincentego Pola	7	31-532
Lubicz	17g	31-503
Lubicz	17h	31-503
Grzegórzecka	10	31-530
Świętego Łazarza	17	31-530
Lubicz	17a	31-503
Rakowicka	11	31-511
Lubicz	46	31-512
Warszawska	15	31-155
Floriana Straszewskiego	14	31-101
Floriana Straszewskiego	16	31-101
Floriana Straszewskiego	15	31-101
Tarłowska	5	31-102
Zwierzyniecka	16	31-102
Świętego Filipa	14	31-150
Krowoderska	77	31-158
Krowoderska	73	31-158
Szlak	26	31-153
Krowoderska	71	32-158
Pędzichów	27	31-080
Studencka	10	31-116
Sławkowska	23	31-014
Pijarska	17	31-015
Świętego Jana	26	31-018
Świętego Jana	14	31-018
Świętego Jana	16	31-018
Floriańska	34	31-021
Świętego Jana	9	31-017
Świętego Jana	5	31-017
Floriańska	30	31-021
Floriańska	8	31-021
Świętego Jana	18	31-018
Świętego Jana	30	31-018
Floriańska	36	31-021
Świętego Marka	17	31-018
Floriańska	32	31-021
Floriańska	40	31-021
Świętego Jana	15	31-017
Świętego Jana	11	31-017
Plac Szczepański	3	31-011
Jagiellońska	10	31-010
Szewska	20	31-009
Plac Szczepański	2	31-011
Świętego Marka	5	31-012
Świętego Marka	7	31-012
Szewska	17	31-009
Świętego Marka	8	31-012
Świętego Marka	11	31-012
Sławkowska	16	31-014
Szewska	25	31-009
Sławkowska	12	31-014
Szewska	12	31-009
Szewska	18	31-009
Sławkowska	24	31-014
Sławkowska	6	31-014
Szewska	14	31-009
Szewska	16	31-009
Jagiellońska	6	31-010
Jagiellońska	12	31-010
Sławkowska	4	31-014
Sławkowska	28	31-014
Sławkowska	18	31-014
Szewska	19	31-009
Sławkowska	26	31-014
Świętego Tomasza	1	31-014
Sławkowska	14	31-014
Jagiellońska	4	31-010
Świętego Marka	6	31-012
Szewska	21	31-009
Szewska	15	31-009
Plac Szczepański	7	31-011
Floriańska	43	31-019
Floriańska	53	31-019
Floriańska	37	31-019
Floriańska	39	31-019
Stolarska	9	31-043
Grodzka	20	31-006
Floriańska	51	31-019
Floriańska	49	31-019
Floriańska	47	31-019
Szpitalna	36	31-024
Zabłocie	9a	30-701
Lipowa	4	30-702
Lipowa	4a	30-702
Tadeusza Romanowicza	9	30-702
Lipowa	4d	30-702
Ślusarska	9	30-710
Stanisława Klimeckiego	14	30-705
Pana Tadeusza	6B	30-727
Stanisława Klimeckiego	10	30-705
Stanisława Klimeckiego	14	30-705
Stanisława Klimeckiego	14	30-705
Aleja Pułkownika Władysława Beliny-Prażmowskiego	16b	31-514
Mieszczańska	13	30-313
Mieszczańska	6	30-313
Mieszczańska	9	30-313
Ignacego Krasickiego	15	30-503
Kalwaryjska	54	30-504
Kalwaryjska	70	30-504
Kalwaryjska	56	30-504
Kalwaryjska	66	30-504
Stanisława Mitery	12	30-505
Marii Konopnickiej	84	30-302
Stanisława Mitery	14	30-505
Stanisława Mitery	8	30-505
Generała Tadeusza Kutrzeby	4	30-515
Kalwaryjska	92	30-504
Orawska	4	30-501
Marii Konopnickiej	82	30-302
Śliska	12	30-516
Stanisława Mitery	10b	30-505
Kalwaryjska	88	30-504
Kalwaryjska	76	30-504
Podskale	16	30-522
Kalwaryjska	74	30-504
Generała Tadeusza Kutrzeby	15	30-515
Kalwaryjska	90	30-504
Kalwaryjska	72A	30-504
Stanisława Mitery	6	30-505
Podskale	8	30-522
Stanisława Mitery	16	30-505
Podskale	14	30-522
Tadeusza Czackiego	16	30-501
Ignacego Krasickiego	28a	30-503
Tadeusza Czackiego	14	30-501
Tadeusza Czackiego	20	30-501
Spiska	13	30-502
Tadeusza Czackiego	18	30-501
Tadeusza Czackiego	12	30-501
Orawska	1	30-501
Spiska	9	30-502
Spiska	3	30-502
Kalwaryjska	34	30-504
Stanisława Smolki	11a	30-513
Jana Zamoyskiego	64	30-523
Czyżówka	31	30-526
Czyżówka	23	30-526
Podskale	1	30-522
Przełęcz	5	30-524
Czyżówka	13	30-526
Czyżówka	27	30-526
Czyżówka	33	30-526
Jana Zamoyskiego	92	30-523
Czyżówka	37	30-526
Czyżówka	15	30-526
Czyżówka	27a	30-526
Czyżówka	11	30-526
Czyżówka	25a	30-526
Czyżówka	21	30-526
Czyżówka	35	30-526
Czyżówka	7	30-526
Czyżówka	3b	30-526
Czyżówka	9	30-526
Czyżówka	19	30-526
Czyżówka	17	30-526
Jana Zamoyskiego	79	30-519
Czyżówka	3c	30-526
Jana Zamoyskiego	68	30-523
Jana Zamoyskiego	94	30-523
Podskale	6	30-522
Czyżówka	29a	30-526
Jana Zamoyskiego	98	30-523
Czyżówka	25	30-526
Czyżówka	29	30-526
Jana Zamoyskiego	106	30-523
Cystersów	9	31-553
Mogilska	19	31-546
Kazimierza Kordylewskiego	12	31-542
Pułkownika Francesco Nullo	18	31-543
Pułkownika Francesco Nullo	20	31-543
Przy Rondzie	55	31-547
Przy Rondzie	53	31-547
Cystersów	19A	31-553
Pułkownika Francesco Nullo	16	31-543
Profesora Władysława Szafera	2	31-543
Mosiężnicza	3	31-547
Mogilska	13b	31-542
Mogilska	13	31-542
Mogilska	15a	31-542
Mogilska	15b	31-542
Mogilska	59	31-546
Mogilska	23	31-546
Mogilska	17	31-542
Cystersów	21D	31-553
Cystersów	21A	31-553
Miedziana	3	31-567
Cystersów	19	31-553
Szklarska	13	30-703
Krzywda	17a	30-720
Krzywda	13	30-710
Krzywda	17b	30-720
Krzywda	15	30-710
Fatimska	17	31-831
Rzemieślnicza	20b	30-363
Bonarka	5	30-415
Rzemieślnicza	20	30-363
Rydlówka	34	30-363
Jana Brożka	3	30-347
Aleja generała Jana Skrzyneckiego	17	30-363
Rzemieślnicza	1a	30-363
Wadowicka	5	30-347
Rzemieślnicza	20a	30-363
Aleja generała Jana Skrzyneckiego	11	30-363
Rydlówka	5	30-001
Rzemieślnicza	20c	30-363
Aleja generała Jana Skrzyneckiego	19	30-363
Jana Brożka	9	30-347
Aleja generała Jana Skrzyneckiego	9	30-363
Aleja generała Jana Skrzyneckiego	7	30-363
Rzemieślnicza	19	30-363
Aleja generała Jana Skrzyneckiego	5	30-363
Rzemieślnicza	6	30-363
Aleja generała Jana Skrzyneckiego	23	30-363
Jana Brożka	7	30-347
Rydlówka	20c	30-363
Aleja generała Jana Skrzyneckiego	4	30-363
Aleja generała Jana Skrzyneckiego	10	30-363
Rzemieślnicza	15	30-363
Biskupa Franciszka Hodura	10	30-416
Grzybki	5	30-416
Bonarka	21	30-415
Rydlówka	8	30-363
Łagiewnicka	33b	30-417
Łagiewnicka	48b	30-417
Łagiewnicka	29c	30-417
Biskupa Franciszka Hodura	4	30-416
Łagiewnicka	48c	30-417
Głogowska	9	30-416
Łagiewnicka	33a	30-417
Biskupa Franciszka Hodura	2	30-416
Głogowska	7a	30-416
Głogowska	11	30-416
Łagiewnicka	52	30-417
Grzybki	6	30-416
Łagiewnicka	50a	30-417
Głogowska	13	30-416
Wadowicka	8j	30-415
Grzybki	7	30-416
Grzybki	3	30-416
Biskupa Franciszka Hodura	6	30-416
Grzybki	4	30-416
Łagiewnicka	50	30-417
Głogowska	19	30-416
Łagiewnicka	48d	30-417
Łagiewnicka	54	30-417
Głogowska	17	30-416
Głogowska	15	30-416
Łagiewnicka	48a	30-417
Biskupa Franciszka Hodura	3	30-416
Łagiewnicka	48	30-417
Bonarka	18	30-415
Jana XXIII	10	30-688
Jana XXIII	8	30-688
Ludwika Rydygiera	14	30-695
Ludwika Rydygiera	21	30-695
Ludwika Rydygiera	10B	30-695
Ludwika Rydygiera	15	30-695
Ludwika Rydygiera	10	30-695
Mała Góra	91B	30-864
Andrzeja Badurskiego	19	30-694
Zawiła	3	30-442
Zakopiańska	107	30-444
Orzechowa	11	30-422
Pod Dębami	1	30-389
Pod Dębami	3	30-389
Ludomira Różyckiego	3	31-324
Generała Stefana Grota-Roweckiego	49	30-411
Generała Stefana Grota-Roweckiego	35	30-411
Generała Stefana Grota-Roweckiego	53	30-348
Kobierzyńska	98	30-382
Kobierzyńska	51	30-363
Generała Stefana Grota-Roweckiego	51a	30-382
Generała Stefana Grota-Roweckiego	45	30-411
Kobierzyńska	73	30-363
Tadeusza Makowskiego	5	31-325
Józefa Elsnera	20	31-311
Józefa Elsnera	18	31-311
Aleja Jana Pawła II	39	31-864
Obrońców Modlina	3	30-733
Obrońców Modlina	14	30-733
Kosiarzy	6B	30-731
Kosiarzy	6C	30-731
Pułkownika Stanisława Dąbka	5A	30-732
Kosiarzy	6A	30-731
Pułkownika Stanisława Dąbka	16	30-732
Kosiarzy	3	30-731
Obrońców Modlina	12	30-733
Mariana Domagały	13A	30-741
Kosiarzy	2B	30-731
Pułkownika Stanisława Dąbka	8b	30-732
Kosiarzy	2	30-731
Pułkownika Stanisława Dąbka	17	30-732
Biskupińska	10a	30-732
Obrońców Modlina	9	30-733
Bagrowa	9	30-832
Pułkownika Stanisława Dąbka	15	30-732
Mariana Domagały	11	30-741
Mariana Domagały	1A	30-741
Sudecka	4	30-732
Mariana Domagały	19	30-741
Kosiarzy	5	30-731
Pułkownika Stanisława Dąbka	13	30-732
Mariana Domagały	23A	30-741
Pułkownika Stanisława Dąbka	2a	30-732
Obrońców Modlina	11	30-732
Kosiarzy	4	30-731
Mariana Domagały	1	30-741
Obrońców Modlina	7e	30-733
Mariana Domagały	13	30-741
Mariana Domagały	17	30-741
Działkowa	18	30-854
Gdyńska	6	31-323
Zygmuntowska	10	31-314
Józefa Chełmońskiego	18	31-322
Gdyńska	2	31-323
Józefa Chełmońskiego	20	31-322
Bolesława Czerwieńskiego	20A	31-319
Bolesława Czerwieńskiego	22	31-319
Józefa Chełmońskiego	22	31-322
Józefa Elsnera	22	31-311
Zygmuntowska	27	31-314
Gdyńska	4	31-323
Józefa Mehoffera	4A	31-322
Józefa Mehoffera	19	31-322
Bolesława Czerwieńskiego	2B	31-319
Józefa Mehoffera	13	31-322
Ryszarda Berwińskiego	9	31-327
Marii Jaremy	19A	31-318
Józefa Mehoffera	11	31-322
Ryszarda Berwińskiego	1	31-327
Zygmuntowska	20	31-314
Tadeusza Makowskiego	5A	31-325
Gnieźnieńska	18	31-317
Józefa Chełmońskiego	17	31-301
Piotra Stachiewicza	21	31-303
Piotra Stachiewicza	23	31-303
Walerego Eliasza Radzikowskiego	24	31-305
Walerego Eliasza Radzikowskiego	26	31-305
Walerego Eliasza Radzikowskiego	36	31-305
Ryszarda Berwińskiego	4	31-327
Tadeusza Makowskiego	1	31-325
Gdyńska	7	31-323
Gustawa Ehrenberga	37	31-309
Wincentego Wodzinowskiego	2	31-309
Wincentego Wodzinowskiego	13	31-309
Piotra Stachiewicza	7	31-303
Wacława Nałkowskiego	8	31-308
Piotra Stachiewicza	11	31-303
Piotra Wysockiego	3	31-310
Piotra Wysockiego	4	31-310
Kazimierza Pużaka	25	31-316
Heleny Modrzejewskiej	6	31-327
Wincentego Wodzinowskiego	5	31-309
Gustawa Ehrenberga	40	31-309
Piotra Wysockiego	38	31-310
Kazimierza Chałupnika	16	31-464
Przewóz	36A	30-716
Widna	24	31-464
Widna	18	31-464
Widna	26	31-464
Anieli Krzywoń	23	31-464
Anieli Krzywoń	11	31-464
Anieli Krzywoń	19	31-464
Anieli Krzywoń	17	31-464
Anieli Krzywoń	24	31-464
Kazimierza Chałupnika	49	31-464
Anieli Krzywoń	4a	31-464
Widna	34	31-464
Anieli Krzywoń	28	31-464
Anieli Krzywoń	9	31-464
Anieli Krzywoń	13	31-464
Anieli Krzywoń	10	31-464
Anieli Krzywoń	15	31-464
Anieli Krzywoń	6	31-464
Anieli Krzywoń	30	31-464
Anieli Krzywoń	5	31-464
Anieli Krzywoń	26	31-464
Anieli Krzywoń	20	31-464
Anieli Krzywoń	7	31-464
Swojska	25	31-464
Anieli Krzywoń	4	31-464
Anieli Krzywoń	12	31-464
Żwirki i Wigury	13	31-465
Anieli Krzywoń	22	31-464
Pilotów	37	31-462
Widna	1	31-464
Widna	20	31-464
Widna	32	31-464
Mogilska	121	31-445
Majora Pilota Stefana Janusa	16	31-571
Czyżyńska	10	31-571
Czyżyńska	8	31-571
Mogilska	123	31-571
Majora Pilota Stefana Janusa	26	31-571
Aleja Jana Pawła II	22	31-571
Jerzego Bajana	5	31-465
Startowa	5	31-464
Profesora Adama Rożańskiego	28	32-085
Profesora Adama Rożańskiego	30	32-085
Profesora Adama Rożańskiego	3	32-085
Łąkowa	22a	30-199
Handlowców	24	32-085
Łąkowa	22	30-199
Handlowców	13	32-085
Profesora Adama Rożańskiego	18	32-085
Henryka Wieniawskiego	61	31-436
Henryka Wieniawskiego	61a	31-436
Pilotów	4b	31-462
Piotra Stachiewicza	22	31-303
Piotra Stachiewicza	38	31-328
Wielkotyrnowska	2	31-326
Gustawa Ehrenberga	6	31-309
Piotra Stachiewicza	48	31-328
Gustawa Ehrenberga	15	31-309
Niska	21	31-306
Wacława Nałkowskiego	9	31-308
Heleny Modrzejewskiej	17	31-327
Piotra Stachiewicza	41	31-328
Heleny Modrzejewskiej	14	31-327
Jana Stanisławskiego	2	31-307
Ludwika Gardowskiego	64	30-864
Ludwika Gardowskiego	29	30-864
Rakuś	36	30-864
Ludwika Gardowskiego	27	30-864
Ludwika Gardowskiego	35	30-864
Rakuś	42	30-864
Rakuś	32	30-864
Ludwika Gardowskiego	66	30-864
Rakuś	34	30-864
Ludwika Gardowskiego	55	30-864
Rakuś	44	30-864
Rakuś	40	30-864
Ludwika Gardowskiego	57	30-864
Swojska	21	31-464
Swojska	21a	31-464
Anieli Krzywoń	25	31-464
Anieli Krzywoń	27	31-464
Anieli Krzywoń	29	31-464
Anieli Krzywoń	31	31-464
Widna	36	31-464
Widna	36a	31-464
Widna	38	31-464
Widna	40	31-464
Startowa	1	31-464
Widna	10	31-464
Widna	28	31-464
Widna	28a	31-464
Anieli Krzywoń	3	31-464
Widna	30	31-464
Widna	30a	31-464
Anieli Krzywoń	3a	31-464
Widna	4	31-464
Widna	6	31-464
Widna	8	31-464
Anieli Krzywoń	14	31-464
Anieli Krzywoń	14a	31-464
Żwirki i Wigury	3	31-465
Widna	14	31-464
Widna	16	31-464
Zakopiańska	85	30-418
Śliczna	10	31-444
Ładna	24	31-444
Ładna	26	31-444
Ogrodnicza	4a	31-444
Ogrodnicza	5	31-444
Ogrodnicza	5a	31-444
Ogrodnicza	6	31-444
Śliczna	6	31-444
Ogrodnicza	6a	31-444
Śliczna	8	31-444
Ostatnia	10	31-444
Ostatnia	12	31-444
Ostatnia	12a	31-444
Ostatnia	14	31-444
Tadeusza Kantora	1a	31-445
Ostatnia	1a	31-444
Tadeusza Kantora	1b	31-445
Ostatnia	3a	31-444
Ostatnia	5a	31-444
Ostatnia	8	31-444
Anieli Krzywoń	21	31-464
Anieli Krzywoń	21a	31-464
Żwirki i Wigury	1	31-465
Startowa	130	31-464
Anieli Krzywoń	18	31-464
Krowoderskich Zuchów	26	31-272
Mała Góra	87	30-864
Jana Smolenia	56	30-864
Zbigniewa Małka	16	30-864
Rakuś	8	30-864
Rakuś	43	30-864
Księdza Prałata Mariana Łaczka	48	30-864
Jana Smolenia	32	30-864
Rakuś	72	30-864
Henryka Świdzińskiego	12	30-864
Księdza Prałata Mariana Łaczka	64	30-864
Księdza Prałata Mariana Łaczka	61	30-864
Mała Góra	91	30-864
Zbigniewa Małka	22	30-864
Jana Smolenia	61a	30-864
Henryka Świdzińskiego	13	30-864
Księdza Prałata Mariana Łaczka	78	30-864
Ludwika Gardowskiego	30	30-864
Kolonijna	18	30-864
Rakuś	4	30-864
Kolonijna	7	30-864
Księdza Prałata Mariana Łaczka	74	30-864
Rakuś	28	30-864
Kolonijna	9	30-864
Zbigniewa Małka	4	30-864
Kolonijna	10	30-864
Jana Nowaka	10	30-864
Rakuś	66	30-864
Jana Smolenia	91	30-864
Rakuś	39	30-864
Jana Szastera	4	30-864
Zbigniewa Małka	5a	30-864
Księdza Prałata Mariana Łaczka	70	30-864
Mała Góra	89	30-864
Rakuś	37	30-864
Jana Szastera	3	30-864
Rakuś	33	30-864
Teodora Rygiera	7	30-864
Henryka Świdzińskiego	4	30-864
Księdza Prałata Mariana Łaczka	65	30-864
Rakuś	2	30-864
Henryka Świdzińskiego	1	30-864
Jana Szastera	29	30-864
Kolonijna	17	30-864
Teodora Rygiera	9	30-864
Rakuś	74	30-864
Jana Szastera	12	30-864
Kolonijna	12	30-864
Mała Góra	85	30-864
Rakuś	74C	30-864
Jana Szastera	10	30-864
Rakuś	68	30-864
Mała Góra	91A	30-864
Mała Góra	89A	30-864
Rakuś	35	30-864
Jana Szastera	5	30-864
Henryka Świdzińskiego	3	30-864
Rakuś	70	30-864
Jana Szastera	35	30-864
Mała Góra	81C	30-864
Zbigniewa Małka	10	30-864
Zbigniewa Małka	14	30-864
Księdza Prałata Mariana Łaczka	67	30-864
Rakuś	46	30-864
Zbigniewa Małka	8	30-864
Rakuś	47	30-864
Rakuś	74A	30-864
Henryka Świdzińskiego	11	30-864
Zbigniewa Małka	20	30-864
Jana Smolenia	61	30-864
Henryka Świdzińskiego	12A	30-864
Księdza Prałata Mariana Łaczka	58	30-864
Mała Góra	81D	30-864
Zbigniewa Małka	2	30-864
Zbigniewa Małka	19	30-864
Rakuś	6	30-864
Księdza Prałata Mariana Łaczka	46	30-864
Zbigniewa Małka	18	30-864
Jana Szastera	39	30-864
Zbigniewa Małka	5	30-864
Księdza Prałata Mariana Łaczka	68	30-864
Jana Smolenia	34	30-864
Henryka Świdzińskiego	16	30-864
Jana Smolenia	67	30-864
Zbigniewa Małka	12	30-864
Rakuś	41	30-864
Księdza Prałata Mariana Łaczka	72	30-864
Księdza Prałata Mariana Łaczka	66	30-864
Aleja Pokoju	80	31-564
Konstantego Ildefonsa Gałczyńskiego	32A	31-581
Kapelanka	29	30-347
Opolska	12b	31-323
Opolska	12	31-323
Opolska	12a	31-323
Kozia	21	30-733
Gliniana	1A	30-732
Kozia	19	30-733
Grochowa	38	30-731
Gliniana	16	30-732
Grochowa	15	30-731
Gliniana	15	30-732
Józefa Marcika	14a	30-443
Żywiecka	16	30-427
Bieżanowska	281b	30-836
Łazy	3	30-855
Łazy	1	30-855
Łazy	1a	30-855
Mała Góra	31	30-864
Mała Góra	91B	30-864
Kaimska	13	30-864
Kaimska	21B	30-864
Kaimska	5	30-864
Kaimska	3	30-864
Aleksandry	38	30-837
Kaimska	21A	30-864
